dataset,model,rmse,train_time_sec,inference_time_per_sample_ms,best_params,best_on_dataset
appliances_energy,LightGBM,64.421958079335,0.3841011000331491,0.0017022042042567,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""min_child_samples"": 5, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
appliances_energy,Random Forest,63.501527223095735,1.7279545000055805,0.0201553584976404,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 500}",True
appliances_energy,XGBoost,67.11008257775988,0.4765038000186905,0.0010160121552113,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
appliances_energy,xRFM,75.76109590247326,8.770057799993083,0.0192014441391524,"{""fit"": {""early_stop_rfm"": true, ""iters"": 3, ""reg"": 0.001, ""verbose"": false}, ""model"": {""bandwidth"": 10.0, ""bandwidth_mode"": ""constant"", ""diag"": false, ""exponent"": 1.0, ""kernel"": ""l2""}}",False
bike_sharing,LightGBM,671.9474867545061,0.098469499964267,0.008693197346134,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
bike_sharing,Random Forest,688.4155544523147,0.120298099995125,0.1797911566111962,"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",False
bike_sharing,XGBoost,639.9887694327143,0.0942195999668911,0.0114666668660178,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 500, ""reg_lambda"": 1.0, ""subsample"": 0.8}",True
bike_sharing,xRFM,667.873678175746,0.0062451999401673,0.0037034018421355,"{""fit"": {""early_stop_rfm"": true, ""iters"": 3, ""reg"": 0.001, ""verbose"": false}, ""model"": {""bandwidth"": 5.0, ""bandwidth_mode"": ""constant"", ""diag"": false, ""exponent"": 1.0, ""kernel"": ""l2""}}",False
