dataset,LightGBM_inference_time_per_sample_ms,LightGBM_rmse,LightGBM_train_time_sec,Random Forest_inference_time_per_sample_ms,Random Forest_rmse,Random Forest_train_time_sec,XGBoost_inference_time_per_sample_ms,XGBoost_rmse,XGBoost_train_time_sec,xRFM_inference_time_per_sample_ms,xRFM_rmse,xRFM_train_time_sec
appliances_energy,0.0017022042042567,64.421958079335,0.3841011000331491,0.0201553584976404,63.501527223095735,1.7279545000055805,0.0010160121552113,67.11008257775988,0.4765038000186905,0.0189744869537542,75.76109590247326,8.882426799973473
bike_sharing,0.008693197346134,671.9474867545061,0.098469499964267,0.1797911566111962,688.4155544523147,0.120298099995125,0.0114666668660178,639.9887694327143,0.0942195999668911,0.0056639459414952,667.873678175746,0.0066114999935962
